Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Experience,Age,AgeJ,gapgrad,Max_score
180000,maintenance engineer,Others,m,76.8,State,2008,64.0,State,2,B.Tech/B.E.,Electrical and Power engineering Department,70.44,0,Bihar,2013,360,585,575,55.73895056460879,0.2718,1.5444,1.7007,-1.8824,1.0554,1.0,23.0,22.0,0,420.0
325000,systems engineer,Pune,m,82.0,CBSE,2010,80.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,73.0,0,Uttar Pradesh,2014,590,555,590,78.3303536670298,-0.4463,0.5454,0.6248,-0.2344,0.6721,2.0,22.0,22.0,0,388.0
300000,software developer,Noida,f,85.0,CBSE,2010,80.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,74.0,0,Haryana,2014,605,580,595,91.13952783913281,-0.159,0.0459,-0.7585,-1.3753,0.4805,1.0,21.0,20.0,0,675.0
600000,senior quality engineer,Hyderabad,m,87.87,Others,2006,93.9,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,75.3,1,Telangana,2010,455,555,605,22.948175491175494,-0.1082,0.1888,-0.344,1.8249,0.9763,5.0,26.0,22.0,0,375.0
300000,associate system engineer,Pune,f,89.0,CBSE,2008,89.2,CBSE,2,B.Tech/B.E.,Computer Science Department ,79.43,0,Uttar Pradesh,2013,575,575,525,70.4090412131314,-1.8083,-0.2793,-0.344,1.76613,0.3444,2.0,25.0,25.0,1,465.0
300000,programmer analyst,Kolkata,m,70.75,State,2009,63.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,75.0,1,West Bengal,2013,545,555,485,64.93897148466911,0.5591,0.0459,-0.7585,-1.5021,0.0973,2.0,23.0,22.0,1,405.0
200000,java software engineer,Others,f,81.4,CBSE,2008,74.0,CBSE,1,B.Tech/B.E.,Computer Science Department ,76.24,1,Delhi,2013,485,525,620,95.3899775079926,0.5591,0.5454,1.7007,-2.0092,1.247,2.0,24.0,23.0,0,535.0
515000,systems engineer,Hyderabad,f,88.0,Others,2008,92.1,Others,2,B.Tech/B.E.,Computer Science Department ,80.0,0,Andhra Pradesh,2012,565,395,525,52.592258425205486,0.51,1.3198,0.8171,0.53233,-0.7615,3.0,24.0,21.0,0,415.0
120000,process associate,Delhi,m,73.5,ICSE,2008,79.67,Others,2,B.Tech/B.E.,Computer Science Department ,75.5,0,Uttar Pradesh,2012,500,535,620,81.9416529835888,0.0464,0.1888,-2.8113,-0.2609,0.8183,0.0,24.0,22.0,0,505.0
360000,systems engineer,Hyderabad,f,94.0,Others,2008,98.2,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,82.47,1,Telangana,2012,455,595,554,37.60595866515449,-0.880999999999999,0.5008,-0.0537,0.6498,-0.5245,3.0,24.0,22.0,1,420.0
150000,seo,Delhi,m,64.4,CBSE,2009,65.6,CBSE,2,B.Tech/B.E.,Information Technology Department,63.5,0,Uttar Pradesh,2014,335,530,575,76.56735812340109,-0.7335,-0.2871,0.3174,1.794,0.0973,1.0,23.0,24.0,1,485.0
225000,application developer,Allahabad,f,67.0,State,2010,77.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,74.6,0,Uttar Pradesh,2014,335,495,475,0.0,-0.0154,-0.4536,0.7785,0.0192,-0.4776,1.0,22.0,22.0,1,445.0
300000,software developer,Delhi,m,75.2,CBSE,1999,61.2,CBSE,1,B.Tech/B.E.,Computer Science Department ,62.0,1,Delhi,2010,575,554,615,97.4396112538398,-1.6538,-0.9033,-0.7794,-0.1727,-1.2354,3.0,33.0,29.0,1,615.0
200000,sales executive,Chennai,f,82.0,CBSE,2008,75.0,CBSE,2,B.Tech/B.E.,Biomedical Engineering Department,64.3,1,Tamil Nadu,2012,575,495,365,27.8457409311292,-1.4992,-0.7473,-1.0697,0.0622299999999999,0.1864,1.0,24.0,22.0,1,315.0
240000,sales trainer,Delhi,m,90.6,CBSE,2009,78.0,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,62.0,0,Karnataka,2013,710,565,690,33.8786347219528,-1.0208,0.3789,-1.2196,-0.995,-0.0943,0.0,23.0,23.0,1,395.0
275000,trainee engineer,Hyderabad,f,91.8,State,2010,94.9,State,2,B.Tech/B.E.,Computer Science Department ,75.0,0,Andhra Pradesh,2014,580,555,405,14.4789889482462,0.4155,-0.2871,-0.6048,-1.2486,-0.8608,1.0,22.0,22.0,0,465.0
300000,android developer,Hyderabad,f,85.0,CBSE,2010,94.0,State,1,B.Tech/B.E.,Electronics and Communication Engineering Department,78.0,1,Telangana,2014,615,610,510,0.0,-0.0154,0.3789,0.3174,0.1459,-0.2859,2.0,22.0,22.0,0,545.0
225000,software test engineer,Gurgaon,f,72.0,CBSE,2008,59.0,CBSE,2,B.Tech/B.E.,Information Technology Department,68.0,0,Rajasthan,2012,545,525,150,24.545565999982895,-1.6538,-0.4353,-0.0537,1.5899,-1.8673,2.0,24.0,22.0,0,335.0
120000,quality analyst,Noida,m,50.0,State,2008,64.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,70.0,0,Haryana,2011,345,365,445,53.8386892985096,-0.4173,-1.3713,0.9042,1.5578,0.3444,2.0,26.0,24.0,1,333.0
455000,software engineer,Delhi,f,78.0,CBSE,2008,79.4,CBSE,2,B.Tech/B.E.,Computer Science Department ,76.76,0,Uttar Pradesh,2012,465,575,625,86.46854133700849,1.2828,0.7348,0.0552,-0.0552,-0.9194,2.0,24.0,23.0,1,525.0
195000,software engineer,Kochi,m,78.2,State,2010,76.0,State,2,B.Tech/B.E.,Computer Science Department ,74.0,0,Tamil Nadu,2014,475,555,650,84.2248322257836,0.4155,0.7119,0.7785,-2.3895,0.6721,2.0,22.0,21.0,0,575.0
380000,system engineer,Others,m,92.5,State,2009,80.2,State,1,B.Tech/B.E.,Electronics and Communication Engineering Department,75.0,1,West Bengal,2013,615,495,750,97.62925609132161,-1.5953,0.8784,0.3174,-0.3612,0.4805,1.0,23.0,22.0,1,484.0
320000,programmer analyst,Chennai,m,73.0,State,2009,73.0,State,2,B.Tech/B.E.,Computer Science Department ,73.0,0,Tamil Nadu,2013,465,455,250,48.674700843819295,0.8463,0.5454,1.2396,-0.8682,1.0554,0.0,22.0,22.0,1,376.0
100000,software executive,Others,f,79.6,State,2010,87.2,State,2,B.Tech/B.E.,Computer Science Department ,73.87,0,Chhattisgarh,2014,370,485,320,91.13952783913281,1.4208,-0.7866,0.6248,0.2727,0.4805,1.0,22.0,22.0,0,595.0
200000,web developer,Faridabad,m,78.0,CBSE,2010,72.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,72.0,0,Uttarakhand,2014,485,555,560,62.2642915849938,-1.308,-3.1176,-1.0659,0.1459,-0.8608,1.0,23.0,23.0,0,585.0
95000,lecturer,Beawar,f,90.0,State,2010,88.4,State,2,B.Tech/B.E.,Computer Science Department ,73.14,1,Rajasthan,2014,485,410,575,45.087658448345096,1.4208,0.8784,1.0859,-0.6147,1.6302,0.0,22.0,22.0,0,395.0
185000,test engineer,Bangalore,m,87.58,Others,2002,82.71,Others,2,MCA,Computer Science Department ,77.36,1,Tamil Nadu,2010,475,575,535,52.592258425205486,-0.5719,-0.1232,-0.0537,0.0623,-0.6035,2.0,30.0,29.0,3,415.0
110000,automation engineer,Pune,m,58.8,State,2004,65.5,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,51.0,1,Maharashtra,2011,545,435,485,53.8386892985096,-0.4173,0.6568,0.8171,-0.9953,-0.7615,1.0,28.0,25.0,0,333.0
280000,software engineer,Pune,m,62.0,State,2007,73.8,State,2,B.Tech/B.E.,Computer Science Department ,70.3,0,Uttar Pradesh,2013,385,570,690,14.4789889482462,-1.4517,-2.2851,-1.0659,0.1459,-2.9686,2.0,25.0,24.0,1,595.0
140000,network engineer,Hyderabad,m,66.0,State,2006,66.66,State,2,B.Tech/B.E.,Computer Science Department ,66.22,0,Uttar Pradesh,2011,450,545,765,90.14895713710331,0.2009,0.7348,0.5994,1.0024,-0.6035,0.0,25.0,22.0,0,545.0
385000,technical engineer,Hyderabad,f,81.0,ICSE,2008,81.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,74.0,0,Uttar Pradesh,2012,445,425,525,0.8154775235321821,0.6646,0.9688,0.5994,0.29733000000000004,-0.4455,2.0,25.0,24.0,1,340.0
470000,systems engineer,Chennai,m,90.0,State,2007,86.0,State,2,B.Tech/B.E.,Computer Science Department ,78.0,1,Tamil Nadu,2011,645,695,435,73.57957092246559,0.3555,0.5008,0.672,0.4148,-0.4455,4.0,24.0,21.0,0,475.0
240000,java developer,Gurgaon,m,67.0,CBSE,2008,68.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,66.0,0,Uttar Pradesh,2012,445,475,565,45.087658448345096,1.1283,1.7878,-0.0537,-2.2879,-0.2875,1.0,26.0,23.0,0,395.0
500000,software engineer,Others,m,68.0,CBSE,2009,72.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,73.0,0,Madhya Pradesh,2013,475,520,575,93.03706072026912,-0.3027,0.8784,-0.2974,-0.6147,0.0973,3.0,22.0,21.0,0,565.0
120000,team leader,Others,m,76.0,CBSE,2009,66.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,61.75,0,Uttar Pradesh,2014,630,530,430,62.2642915849938,0.2718,-0.4536,-0.2974,-0.7415,-0.8608,0.0,23.0,23.0,0,407.0
100000,web developer,Jaipur,m,63.33,State,2009,72.15,State,2,B.Tech/B.E.,Computer Science Department ,66.0,1,Rajasthan,2013,440,505,440,62.2642915849938,-0.4463,0.5454,-0.7585,0.2727,-0.4776,1.0,25.0,23.0,0,485.0
680000,software quality assurance tester,Bangalore,f,91.0,Others,2006,85.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,74.0,1,Karnataka,2010,465,495,485,37.60595866515449,-0.2628,0.5008,-0.1988,-1.4653,0.0284,5.0,27.0,23.0,0,385.0
380000,system engineer,Chennai,m,88.0,State,2009,90.03,State,2,B.Tech/B.E.,Computer Science Department ,79.52,0,Tamil Nadu,2013,485,655,735,99.22591893309509,-0.5899,-1.4526,-1.2196,-0.7415,-1.0524,2.0,23.0,22.0,1,665.0
145000,sales engineer,Gurgaon,m,66.5,State,2008,66.4,State,2,B.Tech/B.E.,Electrical and Power engineering Department,66.0,0,Uttar Pradesh,2013,500,560,560,37.60595866515449,-0.5719,0.8351,0.2477,-0.6428,-0.4455,-0.0,23.0,22.0,0,300.0
300000,management trainee,Pune,m,86.5,State,2010,82.5,State,2,B.Tech/B.E.,Information Technology Department,61.86,1,Maharashtra,2014,490,395,485,91.13952783913281,-0.0154,-0.6201,-0.2974,0.7798,-1.8189,1.0,23.0,22.0,0,500.0
675000,engineer,Gurgaon,m,72.2,CBSE,2010,70.0,CBSE,2,B.Tech/B.E.,Mechanical Engineering Department,62.4,0,Uttarakhand,2014,545,525,630,72.59841479694789,1.1336,1.0449,-0.1437,-0.8682,0.6721,2.0,22.0,21.0,0,438.0
100000,java developer,Bhopal,m,78.0,Others,2006,57.5,Others,2,B.Tech/B.E.,Computer Science Department ,64.8,0,Madhya Pradesh,2010,415,575,485,88.4122511593735,0.9737,0.5008,-1.3599,0.1798,0.6603,2.0,27.0,22.0,0,535.0
250000,engineer,Aurangabad,m,63.2,CBSE,2003,62.6,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,59.5,1,Maharashtra,2011,505,575,435,82.46664006713321,-1.3447,1.1248,0.672,1.5899,-0.2875,1.0,30.0,26.0,0,420.0
560000,java developer,Others,m,62.88,Others,2006,77.5,Others,2,B.Tech/B.E.,Information Technology Department,70.0,1,Karnataka,2010,455,515,405,88.4122511593735,-0.4173,-0.1232,-0.344,-0.7603,0.6603,5.0,26.0,22.0,1,535.0
360000,programmer analyst,Pune,f,84.0,Others,2007,80.0,Others,2,B.Tech/B.E.,Computer Science Department ,74.3,0,Uttar Pradesh,2011,524,555,565,76.56735812340109,-0.5719,1.5928,1.2525,-0.5253,0.5024,2.0,26.0,23.0,0,485.0
275000,project engineer,Bangalore,m,85.6,CBSE,2010,80.4,CBSE,2,B.Tech/B.E.,Computer Science Department ,68.71,1,Karnataka,2014,545,620,650,95.3899775079926,-0.4463,0.0459,0.4711,0.3995,-1.0524,1.0,22.0,22.0,0,530.0
325000,technical support engineer,Noida,m,85.0,CBSE,2008,68.6,CBSE,2,B.Tech/B.E.,Computer Science Department ,64.5,0,Haryana,2012,585,465,425,45.087658448345096,-0.9969,0.0328,-0.344,0.7086,-1.2354,1.0,24.0,23.0,1,395.0
460000,software developer,Hyderabad,f,88.3,Others,2007,91.8,State,2,B.Tech/B.E.,Computer Science Department ,69.1,1,Telangana,2011,585,595,605,70.4090412131314,1.1283,0.8128,1.9782,-0.7603,0.9763,5.0,24.0,21.0,0,465.0
435000,systems engineer,Noida,f,82.5,Others,2006,85.23,Others,2,B.Tech/B.E.,Computer Science Department ,77.8,1,Rajasthan,2011,555,595,675,96.09030871631641,-1.3447,-0.7473,-0.7794,1.1199,-0.2875,3.0,25.0,22.0,0,595.0
550000,software engineer,Noida,m,67.0,State,2005,77.0,State,2,B.Tech/B.E.,Information Technology Department,76.0,0,Uttar Pradesh,2011,545,554,435,48.674700843819295,0.99,0.7119,-0.9122,-1.6289,1.0554,3.0,25.0,22.0,1,465.0
200000,android developer,Mohali,m,90.1,CBSE,2009,83.6,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.0,0,Haryana,2013,605,475,515,96.06032519970529,-0.7335,0.5454,-0.9122,0.0192,-0.0943,2.0,24.0,23.0,0,466.0
120000,.net developer,Chennai,m,84.0,State,2010,77.77,State,2,B.Tech/B.E.,Information Technology Department,67.0,0,Tamil Nadu,2014,350,395,310,23.780283983757,-1.0208,0.0762,-0.6048,1.5404,-2.2021,1.0,24.0,23.0,0,345.0
415000,software engineer,Bangalore,m,73.66,ICSE,2008,63.16,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,76.0,0,Karnataka,2012,455,554,465,0.0,0.1282,0.2124,0.7785,-0.4879,-0.2859,0.0,24.0,23.0,1,475.0
300000,software developer,Others,m,67.8,CBSE,2008,65.6,CBSE,1,B.Tech/B.E.,Other Departments,79.8,0,Madhya Pradesh,2013,485,465,545,0.0,0.7027,0.2124,-1.527,-0.6147,-1.0524,1.0,24.0,23.0,0,565.0
120000,software developer,Noida,m,63.8,Others,2004,63.0,Others,1,B.Tech/B.E.,Computer Science Department ,61.46,0,Uttar Pradesh,2010,595,495,605,79.3580614548506,-1.6538,1.2808,1.3977,0.7673,0.9763,1.0,28.0,25.0,1,495.0
600000,software engineer,Bangalore,m,84.0,ICSE,2009,87.0,ICSE,2,B.Tech/B.E.,Computer Science Department ,78.5,1,Karnataka,2013,780,630,650,73.57957092246559,-0.7335,0.2124,-0.2974,0.1459,-0.8608,3.0,23.0,22.0,0,475.0
700000,senior software developer,Others,m,69.33,State,2003,63.0,State,1,MCA,Computer Science Department ,85.2,0,Jharkhand,2011,585,585,635,88.4122511593735,0.0464,0.9688,0.3817,-1.3478,-0.2875,5.0,28.0,25.0,0,535.0
800000,design engineer,Bangalore,m,97.76,State,2009,96.33,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,96.9,1,Karnataka,2013,650,655,720,98.54613943261309,1.5644,0.7119,0.4711,-0.3612,0.2889,1.0,23.0,23.0,1,500.0
100000,software developer,Panchkula ,m,54.0,State,2004,54.0,CBSE,2,MCA,Computer Science Department ,67.05,0,Punjab,2013,380,365,430,73.57957092246559,-0.0154,0.0459,0.1637,0.5262,0.2889,0.0,26.0,24.0,0,475.0
100000,software trainee,Noida,m,74.5,State,2008,73.6,State,2,B.Tech/B.E.,Computer Science Department ,66.5,0,Uttar Pradesh,2013,535,450,545,35.653648772447504,0.5591,-0.4536,-1.8344,0.5262,-0.8608,0.0,23.0,22.0,1,655.0
570000,software engineer,Bangalore,m,89.12,Others,2009,73.3,State,2,B.Tech/B.E.,Information Technology Department,76.23,1,Karnataka,2013,640,630,575,98.374996654107,-0.0154,0.3789,0.3174,-0.2344,0.2889,2.0,24.0,22.0,0,635.0
480000,senior systems engineer,Bangalore,f,89.92,State,2008,77.0,State,2,B.Tech/B.E.,Industrial Engineering Department,76.5,0,Karnataka,2012,525,415,385,0.0,0.6646,1.5928,0.8171,0.2973,0.8973,3.0,25.0,22.0,0,445.0
360000,software engineer,Chandigarh,m,72.0,State,2009,53.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,73.5,0,Punjab,2013,465,420,500,35.653648772447504,0.1282,0.3789,0.3174,-0.7415,0.6721,2.0,23.0,22.0,1,475.0
110000,software engineer,Chennai,f,94.8,State,2007,84.09,State,2,B.Tech/B.E.,Computer Science Department ,72.8,1,Tamil Nadu,2011,415,455,464,16.563309151247598,-1.6538,-1.0593,-1.3599,-0.0552,-1.7093,1.0,25.0,22.0,0,305.0
265000,research analyst,Gurgaon,m,91.0,CBSE,2009,86.8,CBSE,1,B.Tech/B.E.,Computer Science Department ,80.8,1,Delhi,2013,765,645,810,90.14895713710331,-0.4463,-0.7866,-0.4511,-0.6147,-1.4356,2.0,23.0,22.0,0,545.0
420000,business analyst,Noida,f,81.5,ICSE,2004,74.05,ICSE,2,MCA,Computer Science Department ,70.06,0,Uttar Pradesh,2010,455,465,535,76.56735812340109,0.2009,0.0328,0.0914,1.0024,-0.4455,5.0,28.0,24.0,0,485.0
150000,design engineer,Chennai,f,87.8,Others,2010,90.91,State,2,B.Tech/B.E.,Other Departments,71.66,0,Tamil Nadu,2014,370,520,415,53.678266653517205,-0.159,-0.4536,-1.3733,0.0192,-0.0943,1.0,22.0,21.0,0,415.0
145000,service engineer,Kolkata,m,71.0,State,2008,74.2,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,81.4,1,West Bengal,2012,660,485,415,20.7392169717661,-0.159,1.2114,-0.7585,0.7798,0.6721,1.0,25.0,23.0,1,260.0
180000,software developer,Others,m,66.0,State,2008,58.0,State,2,B.Tech/B.E.,Computer Science Department ,64.0,0,Maharashtra,2012,475,510,385,48.674700843819295,0.1282,-0.4536,-0.9122,-0.4879,0.4805,2.0,24.0,23.0,1,455.0
350000,java software engineer,Pune,m,81.0,CBSE,2008,85.0,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,82.2,1,Delhi,2013,590,570,795,53.8386892985096,-0.159,0.3789,0.1637,-1.7556,0.2889,2.0,25.0,24.0,1,595.0
550000,senior systems engineer,Hyderabad,f,83.33,ICSE,2007,81.16,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,78.5,0,Orissa,2011,535,585,525,22.948175491175494,1.1283,0.6568,-1.3599,-0.9953,0.3444,4.0,26.0,23.0,0,405.0
300000,system administrator,Hyderabad,m,74.0,Others,2002,40.0,Others,2,MCA,Computer Science Department ,67.2,0,Andhra Pradesh,2010,565,455,375,56.3267823666597,-0.880999999999999,0.0328,-1.5051,-0.2902,-0.9194,4.0,31.0,26.0,0,425.0
335000,programmer analyst,Kolkata,m,77.0,ICSE,2009,66.0,ICSE,2,B.Tech/B.E.,Electrical and Power engineering Department,78.0,1,West Bengal,2013,580,530,465,6.22212912369296,0.8463,1.2114,1.2396,-0.8682,0.6721,2.0,25.0,24.0,1,405.0
590000,software engineer,Hyderabad,m,78.0,Others,2008,86.7,Others,2,B.Tech/B.E.,Computer Science Department ,74.79,1,Telangana,2012,495,435,485,91.68699611036187,0.6646,1.2808,-0.4891,-0.5253,-0.16899999999999898,3.0,24.0,22.0,1,555.0
310000,java software engineer,Bangalore,m,87.52,State,2010,74.5,State,2,B.Tech/B.E.,Computer Science Department ,72.78,1,Karnataka,2014,580,475,270,74.47583540089391,1.4208,0.5454,0.6248,-2.136,0.4805,1.0,22.0,22.0,0,475.0
180000,lecturer,Sonipat,m,83.0,CBSE,2008,81.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,79.2,0,Haryana,2012,440,655,705,83.7620725714257,-1.0208,0.3789,0.6248,-1.6289,-0.2859,2.0,24.0,22.0,0,500.0
325000,assistant system engineer - trainee,Delhi,f,92.6,CBSE,2009,89.9,CBSE,2,B.Tech/B.E.,Computer Science Department ,82.27,0,Haryana,2013,730,620,590,94.21165514850081,0.8463,1.2114,0.9322,-0.1076,1.0554,1.0,23.0,22.0,0,575.0
120000,seo analyst,Noida,f,81.6,CBSE,2008,72.0,CBSE,2,B.Tech/B.E.,Information Technology Department,73.84,0,Uttar Pradesh,2012,495,615,435,73.57957092246559,0.51,-0.4353,-0.6343,0.0035299999999999897,0.5024,1.0,25.0,22.0,0,475.0
310000,software test engineer,Chennai,m,86.5,State,2010,90.7,State,1,B.Tech/B.E.,Electronics and Communication Engineering Department,60.9,0,Tamil Nadu,2014,395,325,310,77.657832422745,0.4155,-0.1206,0.9322,0.653,0.0973,1.0,22.0,22.0,1,393.0
110000,asp.net developer,Noida,m,86.0,CBSE,2009,65.0,CBSE,2,B.Tech/B.E.,Information Technology Department,61.0,0,Uttarakhand,2013,615,545,750,63.597875645679395,0.99,1.5444,0.1637,-0.7415,1.0554,1.0,23.0,21.0,0,445.0
325000,software engineer,Others,m,88.2,CBSE,2010,80.8,CBSE,2,B.Tech/B.E.,Computer Science Department ,70.0,0,Haryana,2014,735,595,545,99.99104076313141,1.9953,1.0449,-0.1437,-2.3895,0.2889,1.0,23.0,22.0,0,715.0
500000,software developer,Others,m,70.6,CBSE,2007,81.6,CBSE,2,B.Tech/B.E.,Information Technology Department,81.8,1,Tamil Nadu,2012,675,545,680,84.31237266657419,-0.0154,-1.6191,-1.6807,1.9207,1.0554,3.0,24.0,22.0,1,515.0
425000,senior software engineer,Bangalore,f,69.4,CBSE,2006,60.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,65.6,0,Uttar Pradesh,2010,355,415,555,22.948175491175494,0.3555,0.3448,-0.0537,0.0623,0.0284,3.0,27.0,23.0,1,266.0
315000,software engineer,Bangalore,m,83.8,CBSE,2010,65.6,CBSE,2,B.Tech/B.E.,Information Technology Department,61.0,0,Uttar Pradesh,2014,605,625,575,84.2248322257836,0.8463,1.0449,1.2396,-1.2486,0.6721,1.0,22.0,22.0,0,645.0
180000,assistant manager,Delhi,m,82.0,CBSE,2009,81.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,64.0,0,Haryana,2013,435,475,475,98.54613943261309,-1.6924,-0.2793,-0.6343,0.3561,0.1864,2.0,24.0,23.0,0,500.0
180000,management trainee,Delhi,m,75.8,CBSE,2007,57.8,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,61.0,1,Karnataka,2011,455,415,395,12.450207400953698,-1.1901,-0.9033,-0.4891,0.6498,-0.1295,1.0,25.0,23.0,1,355.0
320000,software test engineer,Bangalore,m,88.8,CBSE,2009,82.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,71.92,1,Delhi,2014,710,560,605,88.16200695301771,1.5644,1.7109,1.2396,-1.1218,0.0973,1.0,23.0,23.0,0,515.0
320000,systems analyst,Bangalore,m,83.0,State,2009,55.0,State,2,B.Tech/B.E.,Computer Science Department ,66.31,1,Karnataka,2013,525,485,355,62.2642915849938,-1.308,-0.4536,-1.0659,-0.2344,-0.8608,1.0,23.0,22.0,1,535.0
325000,software engineer,Chandigarh,m,78.6,CBSE,2009,78.2,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,75.57,1,Delhi,2013,450,500,620,22.948175491175494,-0.5899,0.2124,0.4711,-0.7415,0.8637,2.0,23.0,22.0,1,266.0
315000,java software engineer,Mumbai,m,80.0,CBSE,2010,65.2,CBSE,2,B.Tech/B.E.,Computer Science Department ,68.96,0,Uttar Pradesh,2014,640,555,620,62.2642915849938,-0.159,-0.6201,-0.6048,0.3995,0.0973,0.0,22.0,22.0,1,615.0
305000,programmer analyst trainee,Kolkata,f,88.44,ICSE,2010,94.6,CBSE,2,B.Tech/B.E.,Computer Science Department ,82.2,0,Punjab,2014,605,485,650,91.13952783913281,-0.3027,0.5454,0.7785,0.1459,-0.0943,1.0,23.0,23.0,0,565.0
300000,software engineer,Bangalore,m,89.0,ICSE,2009,71.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,55.0,0,Karnataka,2014,580,595,665,93.03706072026912,1.1336,0.7119,0.7785,0.1459,0.4805,1.0,24.0,24.0,0,565.0
275000,software developer,Others,m,90.0,CBSE,2009,67.8,CBSE,2,B.Tech/B.E.,Computer Science Department ,78.0,0,Uttar Pradesh,2014,475,485,525,91.68699611036187,-0.0154,-0.2871,0.9322,-2.2627,-0.2859,2.0,22.0,21.0,0,555.0
410000,software developer,Bangalore,m,73.0,ICSE,2009,77.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,79.67,0,Uttarakhand,2013,475,585,515,22.948175491175494,0.51,0.8128,-1.0697,-0.4371,0.1864,2.0,23.0,22.0,1,266.0
400000,software engineer,Bangalore,m,77.33,Others,2007,77.4,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,77.0,0,Karnataka,2012,645,575,615,37.60595866515449,0.8192,0.8518,1.1437,0.8848,0.0284,3.0,25.0,23.0,0,415.0
275000,senior php developer,Lucknow,m,54.0,CBSE,2007,53.0,CBSE,2,B.Tech/B.E.,Information Technology Department,73.0,0,Uttar Pradesh,2011,475,495,575,56.3267823666597,-1.9629,-0.2793,-0.6343,-0.2902,0.1864,3.0,24.0,21.0,0,425.0
300000,system engineer,Greater Noida,m,69.2,CBSE,2008,71.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,67.46,0,Uttar Pradesh,2012,425,535,555,37.60595866515449,-1.6538,1.1248,0.8171,-0.0552,-0.406,3.0,24.0,22.0,1,340.0
300000,software developer,Bangalore,f,87.0,CBSE,2008,60.0,Others,2,B.Tech/B.E.,Computer Science Department ,77.22,0,Punjab,2013,520,620,470,74.47583540089391,0.99,1.5444,1.547,-1.3753,1.0554,1.0,25.0,24.0,1,505.0
120000,it executive,Greater Noida,m,60.0,State,2010,60.06,State,2,B.Tech/B.E.,Computer Science Department ,63.63,0,Uttar Pradesh,2014,325,300,295,48.674700843819295,1.4208,-0.9531,1.0859,0.2727,-0.4776,0.0,21.0,21.0,0,385.0
360000,business analyst,Hyderabad,m,83.3,State,2009,92.4,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,66.65,0,Andhra Pradesh,2013,510,555,535,0.0,0.7027,0.2124,0.6248,-0.3612,0.6721,1.0,23.0,22.0,0,405.0
300000,software test engineer,Noida,m,90.16,CBSE,2010,82.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,80.1,0,Uttar Pradesh,2014,570,595,750,78.3303536670298,0.8463,1.0449,0.3174,0.2727,0.8637,0.0,23.0,22.0,0,465.0
220000,junior engineer,Noida,m,77.33,CBSE,2008,62.6,CBSE,2,B.Tech/B.E.,Information Technology Department,62.81,1,Rajasthan,2012,465,670,795,48.674700843819295,0.99,1.0449,1.2396,-1.3753,1.6302,2.0,24.0,23.0,2,435.0
325000,system engineer,Pune,m,68.2,CBSE,2009,61.2,CBSE,2,B.Tech/B.E.,Computer Science Department ,67.6,0,Haryana,2013,640,555,585,62.2642915849938,0.4155,0.2124,-0.2974,-1.3753,-0.2859,2.0,22.0,21.0,1,475.0
